segment,n_all,n_above,mc,b,sigma_b,mmax,mdot,n,dip,depth_med,depth_iqr,shallow_frac,outer_rise,f_thrust,f_normal,f_strike-slip,f_oblique,trench,w_b,Te,age_Ma,type
peru-chile_07,66,36,5.3999999999999995,,,6.83,12313231552291.887,66.0,22.954557302719323,31.75,45.575,0.7878787878787878,0.0151515151515151,0.5303030303030303,0.0909090909090909,0.0151515151515151,0.3636363636363636,peru-chile,99.1165928243011,6.665367512223049,46.363136139000005,1.0
peru-chile_08,52,27,5.3999999999999995,,,7.62,60369728773228.45,52.0,19.835245581597544,34.7,41.69999999999999,0.8269230769230769,0.0,0.6730769230769231,0.1346153846153846,0.0192307692307692,0.173076923076923,peru-chile,87.06834362917351,16.437582198306515,47.1846243543,1.0
peru-chile_09,58,40,5.3,,,7.99,224137386351059.88,58.0,22.11669258799373,57.1,54.80000000000001,0.6206896551724138,0.0,0.5,0.2413793103448276,0.0,0.2586206896551724,peru-chile,1404.683530374892,121.42728555593416,50.0979207156,1.0
peru-chile_10,221,145,5.199999999999999,0.921326991601631,0.07445222970371963,7.73,157341996343599.66,221.0,14.351813324416636,29.6,55.6,0.7330316742081447,0.004524886877828,0.6244343891402715,0.1402714932126696,0.0316742081447963,0.2036199095022624,peru-chile,913.8067873924584,54.68500946643779,53.3995040347,1.0
philippine_01,68,32,5.399999999999999,,,7.22,30087520316978.156,68.0,,19.65,10.675,0.9264705882352942,0.0441176470588235,0.2794117647058823,0.1323529411764706,0.2647058823529412,0.3235294117647059,philippine,343.46064300845734,61.23864202351909,70.5957304179,1.0
philippine_02,105,50,5.399999999999999,0.7864804090967954,0.1037513571325254,7.15,42604004128339.28,105.0,,19.1,11.4,0.9523809523809524,0.0666666666666666,0.4476190476190476,0.1428571428571428,0.2285714285714285,0.1809523809523809,philippine,808.8802720645219,67.54439665076481,71.0641664702,1.0
philippine_03,78,18,5.599999999999999,,,6.8,8046745994891.026,78.0,,17.35,13.075,0.9743589743589745,0.0256410256410256,0.717948717948718,0.0641025641025641,0.1282051282051282,0.0897435897435897,philippine,571.3593644359396,75.88293865566041,,1.0
philippine_04,206,127,5.199999999999999,1.1755200170868065,0.10569663365518088,7.62,63183052912090.445,206.0,43.93858424084157,21.35,19.275,0.9320388349514565,0.1601941747572815,0.4951456310679611,0.2087378640776699,0.1262135922330097,0.1699029126213592,philippine,319.6022736469283,38.41082931625399,75.2891207041,1.0
philippine_05,137,86,5.199999999999999,0.9203875170941263,0.08003666923837208,6.9,15996183529497.945,137.0,34.72570966413539,25.5,19.5,0.9635036496350364,0.0,0.8029197080291971,0.0437956204379562,0.0583941605839416,0.0948905109489051,philippine,296.0236126765987,30.513159325888832,77.04037028885,1.0
philippine_06,112,58,5.3999999999999995,0.9377915096942874,0.12895770505849943,7.52,69025636722242.85,112.0,37.67485502845499,27.9,30.875,0.8660714285714286,0.0446428571428571,0.5267857142857143,0.1428571428571428,0.1160714285714285,0.2142857142857142,philippine,129.90302576609017,10.120918201545456,78.87340046995001,1.0
philippine_07,297,225,5.1,0.8569346525320672,0.05046626761138842,7.43,76642539409807.0,297.0,25.841526394485108,74.0,77.2,0.468013468013468,0.0101010101010101,0.5387205387205387,0.0572390572390572,0.101010101010101,0.303030303030303,philippine,412.1888094369988,11.767179058133753,72.38124653625,1.0
philippine_08,346,180,5.299999999999999,1.0396729185075826,0.07467030481841076,7.49,73358712205274.33,346.0,12.885131486606197,36.0,51.275,0.7225433526011561,0.0086705202312138,0.6560693641618497,0.0375722543352601,0.0693641618497109,0.2369942196531791,philippine,340.8562165662486,22.967462020976672,69.95769262895,1.0
philippine_09,170,97,5.299999999999999,1.0719227670385572,0.09689496491202573,6.96,22487417165283.957,170.0,14.244603479679764,35.900000000000006,28.349999999999994,0.8647058823529412,0.0,0.6941176470588235,0.0588235294117647,0.0411764705882352,0.2058823529411764,philippine,369.6220187963088,22.28910512858687,70.29476932649999,1.0
philippine_10,126,68,5.299999999999999,1.0634506578833636,0.09873976045619288,6.54,8756052922188.692,126.0,53.94545763486839,40.650000000000006,99.45,0.6507936507936508,0.0,0.4047619047619047,0.0634920634920634,0.0952380952380952,0.4365079365079365,philippine,275.71435860001486,17.245383983857508,62.3569945405,1.0
philippine_11,149,74,5.299999999999999,1.0320421214142763,0.11536180514069644,6.94,19692238370014.215,149.0,12.471988417308989,103.1,87.8,0.3892617449664429,0.0,0.3758389261744966,0.046979865771812,0.1342281879194631,0.4429530201342282,philippine,1323.40860641284,28.10788212356656,,0.0
puysegur_01,104,65,5.2,0.7650173800463803,0.10138459952777956,7.78,104799021263969.58,104.0,,18.3,9.125,0.9807692307692308,0.0,0.4519230769230769,0.0192307692307692,0.3557692307692308,0.173076923076923,puysegur,656.5431161939779,43.66497873917808,25.8004526667,1.0
ryukyu_01,95,48,5.199999999999999,,,6.97,6354525783515.914,95.0,34.36842659644664,24.9,30.1,0.8842105263157894,0.0210526315789473,0.5894736842105263,0.1789473684210526,0.0631578947368421,0.1684210526315789,ryukyu,2591.906620480183,102.97618198542898,69.2139929251,1.0
ryukyu_02,64,30,5.099999999999999,,,6.01,909644956717.3784,64.0,,12.4,6.050000000000001,0.984375,0.015625,0.078125,0.515625,0.3125,0.09375,ryukyu,2746.4270977486235,133.73567639692803,77.1929052911,1.0
ryukyu_03,123,75,5.199999999999999,0.9030242900677501,0.09837592841961633,7.1,16623532968602.213,123.0,40.63234126463414,26.7,28.55,0.8617886178861789,0.016260162601626,0.3333333333333333,0.2357723577235772,0.1056910569105691,0.3252032520325203,ryukyu,2252.6998156504405,53.96690755837204,83.5348563768,1.0
ryukyu_04,35,17,5.299999999999999,,,6.35,1084416325087.2563,35.0,,31.8,12.200000000000005,1.0,0.0,0.5714285714285714,0.2571428571428571,0.0285714285714285,0.1428571428571428,ryukyu,2180.4021442454923,134.35936345791703,76.46720621845,1.0
ryukyu_05,28,6,5.6999999999999975,,,6.02,783315921532.7909,,,,,,,,,,,,,,,
ryukyu_06,68,39,5.199999999999999,,,6.66,4485509560032.638,68.0,48.03196680828867,31.1,35.75,0.7794117647058824,0.0147058823529411,0.6617647058823529,0.1176470588235294,0.0147058823529411,0.2058823529411764,ryukyu,2331.8255464406134,80.36394768052297,65.4720737749,1.0
ryukyu_11,44,20,5.199999999999999,,,6.26,1512542360420.2473,44.0,,21.65,34.175,0.7954545454545454,0.0,0.3181818181818182,0.2045454545454545,0.1363636363636363,0.3409090909090909,ryukyu,2363.868671965388,79.07097210192902,56.9460196895,1.0
ryukyu_12,11,7,5.1,,,6.58,1582493654802.7913,,,,,,,,,,,,,,,
ryukyu_13,23,14,5.1,,,5.74,268571358617.8223,,,,,,,,,,,,,,,
san_cristobal_01,203,162,5.1000000000000005,0.6989440300847097,0.04621260394468,7.53,116234680713303.33,203.0,,21.8,18.950000000000003,0.9064039408866996,0.0,0.5320197044334976,0.064039408866995,0.1921182266009852,0.2118226600985221,san_cristobal,677.7699964111063,11.88306983571598,,1.0
san_cristobal_02,232,127,5.299999999999999,0.794746386191829,0.06850055947987788,7.8,209223202826591.47,232.0,37.90460669046173,41.5,39.02499999999999,0.7758620689655172,0.0,0.5948275862068966,0.0387931034482758,0.0603448275862069,0.3060344827586206,san_cristobal,1103.6049471196638,34.3184869281865,45.9861189332,1.0
san_cristobal_03,136,93,5.199999999999999,0.8350090307422464,0.08931231238191073,7.63,110092405550602.98,136.0,,21.85,19.425,0.9705882352941176,0.0367647058823529,0.5220588235294118,0.0808823529411764,0.1176470588235294,0.2794117647058823,san_cristobal,586.6854167682172,51.58509933450915,40.5124026539,1.0
san_cristobal_04,520,338,5.199999999999999,0.8494388917498923,0.04216362750356745,7.91,267344343220593.84,520.0,11.200524291347833,18.7,18.77500000000001,0.946153846153846,0.0307692307692307,0.4038461538461538,0.2096153846153846,0.175,0.2115384615384615,san_cristobal,66.03270532647116,50.33875005488117,34.3843606592,1.0
tonga_01,276,102,5.499999999999998,1.2873594058160822,0.17900255821391553,8.03,330647753952093.56,276.0,41.16139759395564,27.15,96.175,0.6992753623188406,0.0289855072463768,0.5942028985507246,0.1159420289855072,0.0326086956521739,0.2572463768115942,tonga,118.87769760363624,15.371080514565412,89.98854792585,1.0
tonga_02,329,154,5.399999999999999,1.3275377176081886,0.09265109843061362,6.9,20963159169043.676,329.0,42.67361849724268,18.0,13.1,0.8905775075987842,0.0121580547112462,0.8115501519756839,0.033434650455927,0.0243161094224924,0.1306990881458966,tonga,93.62435760888609,20.958373362827004,95.062603379,1.0
tonga_03,243,113,5.3,0.975651619385039,0.08020136424209809,7.97,170178418237912.78,243.0,42.19420622040802,19.4,26.05,0.8024691358024691,0.0164609053497942,0.6625514403292181,0.074074074074074,0.0288065843621399,0.2345679012345679,tonga,93.98992980145012,15.323219657105264,97.7307256699,1.0
tonga_04,248,106,5.399999999999999,1.2636622311760737,0.12215202221818337,7.06,24651736703652.84,248.0,50.47197245070744,18.75,115.575,0.6935483870967742,0.1008064516129032,0.4596774193548387,0.2459677419354838,0.0080645161290322,0.2862903225806452,tonga,106.03445648902996,12.273662218382348,100.599956327,1.0
tonga_05,245,62,5.599999999999998,1.136608606078575,0.1515254466473373,7.23,43054779404999.36,245.0,48.39783922527936,21.8,77.8,0.6938775510204082,0.1061224489795918,0.4938775510204081,0.1959183673469387,0.0122448979591836,0.2979591836734694,tonga,104.09766550851356,10.77587878565124,103.7996047535,1.0
tonga_06,255,118,5.399999999999999,1.4558735472893114,0.13736855165968184,7.28,28568376940136.98,255.0,38.502704336490254,22.8,43.55,0.7803921568627451,0.0470588235294117,0.5215686274509804,0.1529411764705882,0.0274509803921568,0.2980392156862745,tonga,465.2664414648933,37.0412043142772,107.440708569,1.0
tonga_07,475,300,5.299999999999999,0.942479344408097,0.04595962480457451,8.08,325229798322150.25,475.0,44.33153106629191,23.7,39.15,0.8336842105263158,0.0147368421052631,0.2589473684210526,0.12,0.0463157894736842,0.5747368421052632,tonga,1046.339767687312,33.63072941043951,110.436057725,1.0
yap_01,12,7,5.1000000000000005,,,6.26,704387917846.6758,,,,,,,,,,,,,,,
yap_02,13,7,5.1000000000000005,,,5.98,325059786552.34595,,,,,,,,,,,,,,,
yap_03,30,19,5.1,,,6.44,2278704515655.2227,30.0,,15.0,6.125,1.0,0.0333333333333333,0.2333333333333333,0.1333333333333333,0.4666666666666667,0.1666666666666666,yap,877.9041722249905,27.69518917348055,144.761603146,1.0
yap_04,64,45,5.1,,,6.59,3342085795326.6177,64.0,,15.65,14.075000000000005,0.984375,0.046875,0.375,0.484375,0.0625,0.078125,yap,1529.5014838599486,42.31302064780829,147.298905644,1.0
yap_05,61,41,5.1,,,6.89,6551552227259.416,61.0,,15.0,9.6,0.9672131147540984,0.0655737704918032,0.2786885245901639,0.5901639344262295,0.0163934426229508,0.1147540983606557,yap,1580.9450579904967,42.79822880548095,149.188211081,0.0
