iteration,loss_total,loss_data,loss_phys,loss_bc,te_km
58,0.06714849311937252,0.06570285871385258,0.0014376290130110262,8.005392508911577e-06,24.505412340017767
59,0.05238090257557555,0.05087825812440301,0.00148935639031726,1.3288060855278413e-05,24.503613999962873
60,0.043643464802917,0.04206139998539254,0.0015632392501557992,1.8825567368658708e-05,24.5019818638973
61,0.051366815464357514,0.04972080813567192,0.0016132711201944493,3.273620849113902e-05,24.49991490397065
62,0.05392248533436295,0.052209828487094156,0.001681782921768721,3.0873925500070286e-05,24.49803943477435
63,0.046234496186535426,0.044431314697739935,0.0017606181565353524,4.256333226013808e-05,24.49633789691804
64,0.06645406828255641,0.06443391565514546,0.0019354608906684849,8.469173674247515e-05,24.494794321425267
65,0.042267724318300164,0.04011775849465199,0.0019602754672534135,0.00018969035639476017,24.493394187741643
66,0.05243329334661707,0.049981101827698486,0.0021808440195325127,0.0002713474993860651,24.492124294227004
67,0.029835192650845395,0.027648309440333377,0.0020436005447140014,0.00014328266579801538,24.489637962269192
68,0.06503857260802795,0.06290390624955519,0.002120469720837279,1.4196637635475242e-05,24.487383468068963
69,0.05320363515877461,0.05096106668207101,0.0021796168147051233,6.295166199847351e-05,24.485339378880404
70,0.053025631909592204,0.050409581123276544,0.002433282917488812,0.00018276786882685025,24.483486223290235
71,0.06121123063647745,0.058345682046739136,0.0025928922526028374,0.000272656337135477,24.4818063138159
72,0.0568271423377763,0.053869782519276765,0.002672668518197211,0.0002846913003023236,24.480283585353845
73,0.05814393386122112,0.05503015893273805,0.0029261244263021472,0.0001876505021809163,24.478903448076036
74,0.06940856110714957,0.06617811733477433,0.003125976968722389,0.00010446680365285889,24.47685748768695
75,0.05635606075508804,0.052838013639794845,0.003473817983305362,4.4229131987829276e-05,24.47500347794944
76,0.07073154857689178,0.06714244823639273,0.003581666780286412,7.433560212627542e-06,24.473323539993267
77,0.06273896170604902,0.058862580716676174,0.0038069702771356072,6.94107122372369e-05,24.47180144609392
78,0.047931833284279926,0.04446431595852562,0.003318645537731058,0.00014887178802325276,24.470422468675995
79,0.02729192622391077,0.023618223462601166,0.003488441709038839,0.00018526105227076385,24.469173242979398
80,0.07678853546531636,0.07323562277055853,0.0034177974084300383,0.0001351152863277795,24.468041642164035
81,0.0618425279452768,0.05839119693142479,0.0033885710041693874,6.276000968262748e-05,24.467016663737823
82,0.052947345252395125,0.04943004403283786,0.0034583823323881156,5.891888716915778e-05,24.466088326292414
83,0.05989438878668418,0.05642391113148972,0.003392016026625002,7.846162856946062e-05,24.465247575621298
84,0.036741212527800306,0.03312154660554522,0.003552761719677117,6.69042025779678e-05,24.46448619937753
85,0.04594659054250704,0.042562610041080445,0.0033513864330565104,3.259406837008755e-05,24.463796749503157
86,0.060963580337192486,0.05762366732895471,0.003306684659269035,3.322834896874864e-05,24.46317247173082
87,0.08976225910042099,0.08644503342720648,0.003255945715342207,6.127995787228738e-05,24.462607241520406
88,0.05653292508652586,0.053604812352619206,0.0028946331820216354,3.3479551885017845e-05,24.462095505850154
89,0.07143394388239345,0.0680729048598653,0.0033178913508059844,4.3147671722173726e-05,24.461632230333596
90,0.05904037198166795,0.05580185717364061,0.003197069078409716,4.144572961762667e-05,24.46034746652657
91,0.06374762121570274,0.06047100111889668,0.0031860387641902107,9.058133261583703e-05,24.4575298917283
92,0.06721799922036675,0.06388151499752616,0.00321260801103651,0.00012387621180408632,24.45497982923856
93,0.053288810915285416,0.05023383999543806,0.0030061230531448434,4.8847866702509635e-05,24.452671990961424
94,0.02370816153909393,0.02057738025574614,0.003057007858734035,7.377342461375517e-05,24.450583468290606
95,0.06363096937809345,0.0605296498437471,0.0029711149484011254,0.00013020458594523634,24.448693509189468
96,0.04766906564695613,0.044694801712504555,0.0028446131111730527,0.00012965082327852197,24.446983316092652
97,0.057999818200306474,0.054575600834088966,0.003278830612462339,0.00014538675375516357,24.44543586268284
98,0.052116638305591136,0.04920343629793756,0.002839066349253842,7.413565839973494e-05,24.442968410795448
99,0.04818309350070452,0.04474227152315453,0.0032605458956928724,0.00018027608185712854,24.440736057185156
100,0.0562997030705764,0.05306441432951565,0.0029562901117201044,0.00027899862934064435,24.438716485542038
101,0.06049802923594987,0.05690550151867085,0.0030359957568037777,0.0005565319604752451,24.43551132540981
102,0.0662799727898924,0.06279635732154282,0.003101331042833479,0.0003822844255160865,24.431426613192077
103,0.058037319779725496,0.05442230638200408,0.0031410302348759906,0.0004739831628454292,24.42773205169613
104,0.049976779470138094,0.04636736356581759,0.003099095702537502,0.0005103202017829994,24.424390481620268
105,0.03863904367428928,0.03488443288774029,0.0032865811259033665,0.0004680296606456252,24.421368274389746
106,0.07094559721168739,0.06618634195842271,0.0038791382354431457,0.0008801170178215328,24.418634997016564
107,0.03063654236699852,0.02764469682284087,0.002731491120206887,0.00026035442395076324,24.416163108844344
108,0.046633779588540966,0.041705316732028416,0.003871469755314188,0.001056993101198361,24.413927687116445
109,0.05762770744057824,0.053281625437488,0.0035941693151462745,0.0007519126879439692,24.407742482778552
110,0.05867360200731702,0.0541473922292764,0.003616213920663016,0.0009099958573776051,24.402150252687548
111,0.053458208790678564,0.04836137706352661,0.004121405203639201,0.0009754265235127583,24.39366259822647
112,0.06352751504020666,0.058644672887183835,0.0038014898563080808,0.001081352296714748,24.385989970164935
113,0.058498015850836124,0.05445824321403118,0.0031648480754866187,0.0008749245613183278,24.37905416129765
114,0.03143447629148157,0.02691829564851061,0.003616604218783718,0.00089957642418724,24.3727844781909
115,0.055491443381624296,0.05076316261784849,0.0037694620466558913,0.0009588187171199205,24.367117015469443
116,0.04308990937083181,0.03896724814811469,0.003391950857626599,0.0007307103650905251,24.36199400112541
117,0.04024993936739837,0.035653456037455615,0.003477026859860362,0.001119456470082386,24.357363205705592
118,0.04608466371173758,0.041204701548684185,0.003757259487805517,0.0011227026752478836,24.353177408988994
119,0.03907245632770805,0.03335834601306872,0.004120581441968662,0.0015935288726706652,24.34939391843546
120,0.05527221456455372,0.04209162104008245,0.005399786102668102,0.007780807421803179,24.335660676095934
121,0.0740416138075623,0.03656252665346089,0.005493516337751114,0.0319855708163503,24.323252868053345
122,0.06837651540916055,0.02782764624044486,0.005263172677281642,0.03528569649143405,24.312042376636178
123,0.036057196979702805,0.032136505078422806,0.0029305412718042905,0.000990150629475707,24.30191353145773
124,0.0533960246993347,0.029803197746284642,0.003640587362338492,0.01995223959071157,24.282039322707313
125,0.036705079145336356,0.03061511226447041,0.0024760845706775295,0.0036138823101884137,24.26038123121435
126,0.04363543806407953,0.03640603061328489,0.0021735008021494724,0.005055906648645172,24.240822761752593
127,0.05924011447475962,0.045863068685635416,0.002866962552404892,0.010510083236719309,24.22315948059606
128,0.032923184343181214,0.02947470341150888,0.0015118582607358167,0.0019366226709365165,24.20720706187013
129,0.039449180400686644,0.036131864894147096,0.00224554882367917,0.0010717666828603735,24.192799268450013
130,0.04168923857069607,0.03609310935677266,0.0018979270623111389,0.0036982021516122764,24.179786143534074
131,0.05567898257930018,0.04864390949317476,0.0028179737930644727,0.004217099293060951,24.168032389454826
132,0.03463544301557291,0.03185962137622902,0.0014868061527910602,0.0012890154865528357,24.15741591315228
133,0.031863793165833466,0.030434198561459885,0.0013235891221097989,0.00010600548226378335,24.147826520204926
134,0.054394405069937306,0.05186704472613043,0.0017699017929008038,0.000757458550906076,24.139164741452625
135,0.04252746172333034,0.03921790972769919,0.0017434114187689668,0.0015661405768621875,24.131340778103514
136,0.05659117111554417,0.05223295053452488,0.0021869868697985684,0.0021712337112207167,24.12427355283423
137,0.03398331042124176,0.03151261432782287,0.001359261440014141,0.0011114346534047493,24.11788985580518
138,0.040102208822502455,0.03781503201208973,0.0018904641509290981,0.0003967126594836258,24.11212357574862
139,0.037626079691773555,0.03515587687573049,0.00227895417228505,0.0001912486437580169,24.106915007371825
140,0.04218785598000619,0.03930113938042653,0.0025693660723654197,0.00031735052721424073,24.10221022727181
141,0.05083933054229209,0.04576200891741715,0.004295389078411439,0.0007819325464635003,24.097960531398574
142,0.0494375121197139,0.04445518030660939,0.004022022478008433,0.0009603093350960815,24.087700472620273
143,0.04127912450868873,0.037825300422473375,0.0028298583826076034,0.000623965703607756,24.07843534558447
144,0.04351956759347251,0.03903246349210769,0.003796919686170031,0.0006901844151947852,24.070068547004826
145,0.04047210413495396,0.03545055874848967,0.004455830274786525,0.0005657151116777616,24.062512891245646
146,0.05549263230974085,0.047800078883579594,0.007282209419613255,0.00041034400654800133,24.055689683613675
147,0.046660228628167266,0.04197171256304446,0.004125773732975776,0.0005627423321470308,24.049527886587168
148,0.05591705514909487,0.0494377850671451,0.0057400157294547356,0.0007392543524950377,24.043963369326473
149,0.05075830567887287,0.04287180646916071,0.0069409829267124,0.000945516282999761,24.028254475122104
150,0.046966494118956134,0.03897577830798016,0.007462521442512771,0.0005281943684632084,24.014074292116078
151,0.03968930621093729,0.03250039019506907,0.006726666611920292,0.00046224940394793145,24.001273567324233
152,0.03163106091738716,0.02790670084279794,0.003470380899563739,0.0002539791750254783,23.989717730719747
153,0.0188327297727532,0.015684900129622495,0.002478318878639226,0.0006695107644914821,23.97928542813237
154,0.04761318054208992,0.039421391910400484,0.007718471465834248,0.0004733171658551871,23.949360998755164
155,0.036212478087434524,0.029890034922936615,0.005936380844732997,0.00038606231976491334,23.92236687464266
156,0.04203698813683636,0.035410378284173816,0.006230216932500394,0.00039639292016215065,23.881610379387745
157,0.04238059185869077,0.03577920497178557,0.005995896687493756,0.0006054901994114425,23.844862384529165
158,0.03295229295722564,0.027105791453885482,0.005581539661203224,0.00026496184213693465,23.796059326400677
159,0.045034402307410834,0.03702004011680817,0.007650330003572825,0.00036403218702983446,23.752072322312685
160,0.035491249352789286,0.027703597475379156,0.007389473396108639,0.00039817848130149205,23.69769528298525
161,0.02335201933250808,0.019566311093394212,0.0035792235349999917,0.00020648470411387706,23.6486976180835
162,0.029119729517867027,0.024632917799818837,0.004269616310372911,0.0002171954076752784,23.60453867247059
163,0.03690761461950515,0.03156775327595272,0.005035290842948082,0.0003045705006043392,23.551118063256666
164,0.025133136330485056,0.021978624054640575,0.0029376338990996305,0.00021687837674485126,23.502983750733687
165,0.03805154776028442,0.03137928633470405,0.006308310430488672,0.00036395099509169647,23.45960435547801
166,0.04014835783630108,0.033729740689538705,0.005836489238674192,0.0005821279080881829,23.416136733321473
167,0.058948476416427364,0.04835038247893458,0.010029212158847715,0.0005688817786450697,23.376957326275004
168,0.036109567630337736,0.029887423587621063,0.005606708550634872,0.0006154354920818027,23.3416376709016
169,0.038676449184898806,0.03257931198812382,0.005855963790437448,0.00024117340633753606,23.309793161625272
170,0.041722612378390186,0.033777674937837204,0.007404672434102909,0.0005402650064500717,23.27341002880149
171,0.026162737802246754,0.021917890793231483,0.0040849841866870676,0.00015986282232820242,23.230799985632054
172,0.03270236992245716,0.028358047845369837,0.003955519552167574,0.0003888025249197443,23.176798873455898
173,0.033948236920406424,0.027663718423548322,0.006060240302606179,0.00022427819425192432,23.12815208734165
174,0.03379723576437549,0.028036837211287614,0.0054761729033806755,0.0002842256497071958,23.084320035451874
175,0.04475637513251042,0.03685022007617024,0.007560579639071428,0.0003455754172687523,23.03179673894461
176,0.027580691579390464,0.02276531687899835,0.004431884498635037,0.00038349020175707616,22.984481352870777
177,0.019791010245283416,0.017144098973641102,0.0026121845651451174,3.472670649719706e-05,22.941849196379543
178,0.030680747067617344,0.024191123013060912,0.005947951500559537,0.000541672553996894,22.90343003215204
179,0.01989642558303315,0.01706461653795835,0.002674185212648975,0.00015762383242582677,22.86880212219396
180,0.02283764296859051,0.019486930229336445,0.0032516587395101442,9.905399974392068e-05,22.837586985985997
181,0.03235377497175067,0.027353355955693534,0.004779468067869572,0.00022095094818756124,22.80944476873107
182,0.023771314100315116,0.019737723117850818,0.0037413891732923643,0.00029220180917193347,22.7840701410782
183,0.04115234799937315,0.03456519317179372,0.006210787671015868,0.0003763671565635613,22.761188663093225
184,0.025422980698949153,0.021251100651797434,0.004068894696186842,0.00010298535096487852,22.74055355479121
185,0.03362395062537194,0.02715590252440657,0.00614591092849356,0.0003221371724718171,22.705295498916442
186,0.029735698788109704,0.024972213785015587,0.004586589022190646,0.0001768959809034711,22.673516341721683
187,0.027636887644926517,0.02200745343211817,0.005319913246739969,0.0003095209660683779,22.64486911819024
188,0.03569927981480661,0.02951225161443757,0.005937645328519253,0.0002493828718497848,22.61904218459899
189,0.01911773817892117,0.015302529043177464,0.0032906196955687123,0.0005245894401749953,22.595755487737943
190,0.027759182378479276,0.022871474955152727,0.004713350890890462,0.00017435653243608925,22.574757252976386
191,0.04184915825828068,0.032357527729264285,0.008972373397336777,0.0005192571316796129,22.55582103975441
192,0.04544360569676877,0.03663551502937271,0.007657573668467765,0.0011505169989283002,22.538743120134605
193,0.01658022486155624,0.013262319877870698,0.003169145539210969,0.00014875944447457291,22.523340142018615
194,0.029921422155188282,0.023203530116096053,0.005995281785867979,0.0007226102532242475,22.509447043702295
195,0.03664701129462934,0.029450509070897638,0.006945467431696436,0.00025103479203526666,22.49691519076125
196,0.041949845018151195,0.03227556335901268,0.008587873620961911,0.0010864080381766065,22.48561070994957
197,0.023500843962201885,0.019537339479645116,0.0036213332445835956,0.00034217123797317383,22.475412997959616
198,0.02681124488758968,0.021500672747172565,0.004977324054057067,0.00033324808636004923,22.466213385613663
199,0.026324591056762523,0.024060290389158887,0.0021840407822884328,8.02598853152038e-05,22.457913940407344
200,0.045836935820698595,0.0366587488651046,0.007508911448638041,0.0016692755069559562,22.439085259178665
201,0.04178347027151136,0.03187752989948539,0.006613671653119036,0.0032922687189069384,22.42210629506405
202,0.10284042370095503,0.029251879941931208,0.00848511978564879,0.06510342397337503,22.4067943305356
203,1.4076324643553,0.06600796743018314,0.07899737979395449,1.2626271171311623,22.3929848979129
204,0.42385789043139643,0.052290666372325524,0.027852461968218962,0.34371476209085194,22.38052991792376
205,0.762656136070009,0.08800709095998686,0.03389515058223805,0.6407538945277841,22.369296035366485
206,0.046920716960089925,0.03616221091824398,0.006988083363807212,0.003770422678038731,22.359163129682823
207,0.3747556134717477,0.04773886702314397,0.014105071395828372,0.31291167505277534,22.350022980981535
208,0.34216839784703534,0.03544415555838549,0.011750011193265996,0.29497423109538384,22.341778074408328
209,0.07952279900831906,0.052424827167136805,0.0037558214959105655,0.02334215034527169,22.334340527796474
210,0.13240853244884068,0.04620102442983042,0.007578589945081886,0.07862891807392837,22.32763112930153
211,0.3037582879152986,0.08777347598625326,0.012905463281892703,0.20307934864715263,22.32157847326271
212,0.18592260724857615,0.06790948187189086,0.007078055150755855,0.11093507022592944,22.316118183876732
213,0.06036193206950339,0.04983564611357102,0.003557721239959644,0.006968564715972727,22.31024058537139
214,0.10001521615789011,0.06335051080459027,0.0029949997971552007,0.033669705556144645,22.304938298935674
215,0.17331279583869216,0.07065983469318228,0.004680452730284656,0.09797250841522523,22.300154946760124
216,0.15540789914111372,0.06214944923575592,0.004058392459049457,0.08920005744630835,22.29512971169833
217,0.09212768067000647,0.06287032497737033,0.002386645057293947,0.0268707106353422,22.290596340018254
218,0.07848639652604424,0.07615233302368594,0.001866440582446601,0.00046762291991169245,22.28650664639332
219,0.08750686960572943,0.06350903418751025,0.003575826757196874,0.02042200866102229,22.282817177292
220,0.12079123394755345,0.07708554110812044,0.0031437039547672916,0.04056198888466573,22.279488743849754
221,0.11214489021078812,0.06120914037329872,0.004172551756311259,0.04676319808117814,22.276486001351373
222,0.07356503689308962,0.04528243477855739,0.0027194686164438747,0.025563133498088354,22.273777070577562
223,0.04359974713363772,0.03333264079637968,0.002493059913099378,0.0077740464241586585,22.271333196770975
224,0.05418601349782279,0.05154025429989227,0.0014709495306447064,0.0011748096672858069,22.269128442421476
225,0.07392356990288616,0.06063871264341274,0.0019448227357271967,0.01134003452374623,22.26713941046629
226,0.09341718983802404,0.07029876704555799,0.0025094398802581706,0.02060898291220788,22.265344994852974
227,0.09967266123758745,0.0681653386583524,0.0026097965991568758,0.028897525980078168,22.263079804953282
228,0.0538910307321671,0.03313666732627243,0.0019597112709228005,0.018794652134971866,22.261036315802286
229,0.09259815750689261,0.08169941261913549,0.002171508058759156,0.008727236828997963,22.259192829110614
230,0.09167906994706018,0.08748706580631209,0.0017278707696208248,0.002464133371127273,22.257529771620973
231,0.09664255951795933,0.09120019945288457,0.002173358810152685,0.0032690012549220727,22.256029486586755
232,0.09489265388310633,0.08595794010789026,0.0019588065189122183,0.00697590725630385,22.25467604580303
233,0.07999333359895261,0.07000639874886941,0.001771093309484681,0.00821584154059852,22.2534550801458
234,0.04713230090092426,0.037780642118015496,0.0012885377933918708,0.008063120989516894,22.25235362678213
235,0.05796293062151796,0.04893578712754062,0.0017270559702788858,0.007300087523698459,22.2513599913992
236,0.06854826101251636,0.06383152936665021,0.0015298312154126046,0.003186900430453549,22.250463623966308
237,0.06347418847105313,0.06041658980196521,0.0015610399101314198,0.001496558758956495,22.249655006692755
238,0.05580207044635479,0.0529762178835832,0.0015465363641669302,0.0012793161986046622,22.2489255529783
239,0.06956960403857328,0.06403631794105193,0.0018294982384066327,0.003703787859114726,22.248027357156086
240,0.057946137544595634,0.05108446028593164,0.002554922334101052,0.00430675492456294,22.247050804788234
241,0.09859709949082476,0.08621957004313745,0.00304240101400063,0.009335128433686687,22.24616988616199
242,0.05097669073189495,0.04496897781617278,0.001990421241912481,0.004017291673809689,22.245375239428434
243,0.040722809448502,0.036027937707819264,0.0021568819109892353,0.002537989829693499,22.24465841908255
244,0.04963668080267588,0.04577734566626214,0.0021272423367656597,0.001732092799648081,22.244011806234113
245,0.04009586670422662,0.037492638644867834,0.0018408943199344945,0.0007623337394242968,22.243428527677885
246,0.059767747347966575,0.05683352325449397,0.0018058189299969148,0.0011284051634756923,22.242513688190837
247,0.054708007696844065,0.05082857613830171,0.0019740895397878187,0.0019053420187545352,22.241657680393008
248,0.05487024513180546,0.05128186049618238,0.0017685940609431178,0.001819790574679966,22.240885542616383
249,0.08490178348887868,0.07697498442080503,0.002974515135312036,0.004952283932761623,22.240189060571556
250,0.06151446361616987,0.055849992483982445,0.0024528227652352453,0.0032116483669521793,22.239445303481805
251,0.07134232660752773,0.06682907755092107,0.00245978662814881,0.002053462428457841,22.238774431231292
252,0.06335666148000328,0.06028987115723185,0.0019905960013163354,0.001076194321455103,22.23816930432647
253,0.05294867321468113,0.04847566021079995,0.0026074664496487433,0.0018655465542324354,22.237623482477357
254,0.053468933061395406,0.04854600345165575,0.0032546981039083406,0.001668231505831315,22.237131156108777
255,0.039542907914999835,0.03585048800046533,0.00275179666522252,0.0009406232493119914,22.23583358023993
256,0.054848422349134236,0.04973701072685275,0.0029408344638223887,0.002170577158459103,22.233952590093214
257,0.05698179707145255,0.05101752159308211,0.0031943114544483336,0.002769964023922116,22.23225608981768
258,0.06196983551627581,0.05553361992559641,0.0037899775095216093,0.002646238081157781,22.23072598387002
259,0.06959536323668279,0.0637546456735896,0.003464534440244987,0.002376183122848205,22.22934595263251
260,0.054693656284381165,0.04872777119400704,0.003484205488267985,0.0024816796021061367,22.228101277829207
261,0.06024954553307785,0.055043019361526044,0.003230643941367876,0.001975882230183925,22.2256299680103
262,0.06529168287081363,0.061079386312747036,0.002954471833590935,0.001257824724475662,22.222268004341952
263,0.06146110981338602,0.054187821748018124,0.00393804599871245,0.00333524206665545,22.219236112885707
264,0.057768280587707055,0.053204560205501,0.0030791894196647443,0.0014845309625413112,22.216501868762858
265,0.04361419868748528,0.039748486276650154,0.0028280624628080633,0.0010376499480270604,22.214036037505238
266,0.06271313214825452,0.05767942511048887,0.003627706625451337,0.0014060004123143148,22.21181226001488
267,0.05203364594627098,0.04755984346444577,0.003185829227244592,0.0012879732545806213,22.20980676885926
268,0.06348872260477917,0.057853618188511015,0.003979171635243868,0.0016559327810242923,22.206176271929635
269,0.049635728394371796,0.04416283620819322,0.003992681309060516,0.0014802108771180622,22.20290238789235
270,0.04882198143026437,0.044581263063830256,0.0031021799740749674,0.0011385383923591464,22.19995006298331
271,0.0568384690282603,0.052254412730742376,0.0034876146965459216,0.0010964416009719977,22.195468142891688
272,0.059270183929364964,0.054175460627579844,0.0038005557150737022,0.0012941675867114166,22.191426698811103
273,0.04554083494378504,0.04134783802641409,0.003352059742738,0.0008409371746329476,22.184967353951627
274,0.04310527216031767,0.03798210387516629,0.0039000188999123732,0.0012231493852390039,22.179143395300258
275,0.05275842136623249,0.04860344714009935,0.003337385026131222,0.0008175892000019214,22.17110027571184
276,0.06489754660098489,0.05813867116497405,0.004800645682288503,0.0019582297537223204,22.163848922780975
277,0.05383248005162789,0.04820077806170758,0.004341023122148297,0.0012906788677720118,22.15731121616425
278,0.05436819601622912,0.049956695468096765,0.003610920666240327,0.0008005798818920276,22.149067324674135
279,0.033696750186528006,0.030330317607831156,0.0029906449678420446,0.00037578761085480493,22.138655162260196
280,0.06084764002259842,0.055520511791815975,0.0039056200241270904,0.0014215082066553564,22.129269177369427
281,0.053529325645238796,0.047542106917105566,0.004822574770151206,0.0011646439579820224,22.12080791666585
282,0.06976540272987694,0.06222504546657576,0.005711937614766542,0.0018284196485346424,22.110123845767838
283,0.05189031924592453,0.0475765236474442,0.00350068747195582,0.0008131081265245156,22.10049305036535
284,0.0893312945171198,0.08090367188009277,0.006410138426001805,0.0020174842110252285,22.09181135694198
285,0.06879508618208992,0.06150510747119309,0.005560743630969714,0.0017292350799271113,22.083984962632027
286,0.06020187884614314,0.053500404956232935,0.005416049112832265,0.0012854247770779435,22.076929389789143
287,0.03238087959398194,0.028847347911983946,0.0031612292353345416,0.0003723024466634527,22.070568548400356
288,0.045502818661116155,0.040881219702874345,0.003994439250986009,0.000627159707255806,22.059729047396324
289,0.05699227632948708,0.05063133156151775,0.005334845925066216,0.001026098842903113,22.049958577588292
290,0.03968737019268844,0.035939349741103535,0.003431500646947842,0.00031651980463706875,22.041151355550376
291,0.05594180789078986,0.04997532923401557,0.005140864387689296,0.0008256142690850026,22.03321213535381
292,0.03452643691968578,0.030834405605037314,0.003302504795925048,0.0003895265187234181,22.02605514541131
293,0.03303722431083663,0.028831325470096,0.0038025433290615846,0.0004033555116790468,22.019603135129106
294,0.059073295564069664,0.05297773685113939,0.005339630102216462,0.0007559286107138099,22.004674237357552
